Product Type,Stock Keeping Unit,Price,Availability,Number of products sold,Revenue generated,Gender,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Costs,Supply Dates
Yogamats,SKU7466,1826,53,264,9182,Male,76,204,76,DTDC,466,Nova Manufacturing,Bhubaneswar,68,774,65,25.53391784,Pass,2,Rail,817,02-10-2018
Yogamats,SKU7467,2189,36,492,6562,Female,86,483,38,Mahindra Logistics,464,Prime Suppliers,Trichy,34,615,65,97.06872048,Pass,4,Road,754,03-10-2018
Cosmetics ,SKU7468,737,89,356,9919,Male,52,215,64,Gati,484,Apex Trading,Vadodara,93,188,71,16.68967465,Pass,1,Rail,695,04-10-2018
HomeGoods,SKU7469,2370,96,473,9790,Female,52,344,28,DHL Express,139,Vertex Industries,Indore,17,185,30,62.06628894,Fail,3,Rail,889,05-10-2018
Cloths,SKU7470,2892,75,477,4194,Female,82,365,13,Mahindra Logistics,122,Nova Manufacturing,Indore,13,988,6,9.678109117,Pending,2,Road,534,06-10-2018
Yogamats,SKU7471,665,14,227,4393,Other,97,416,51,India Post,215,Prime Industries,Hyderabad,76,881,63,44.53155512,Fail,1,Rail,488,07-10-2018
Yogamats,SKU7472,1697,96,372,4307,Other,61,395,72,Gati,175,Global Trading,Raipur,73,230,54,84.74873824,Fail,2,Air,879,08-10-2018
HomeGoods,SKU7473,566,78,274,6002,Female,64,394,78,Safexpress,348,Prime Manufacturing,Mangaluru,20,835,11,48.1587865,Pass,4,Sea,243,09-10-2018
Health Care,SKU7474,1598,69,294,5010,Other,79,482,70,Blue Dart,226,Prime Logistics,Thrissur,2,595,31,84.13906951,Pending,4,Road,453,10-10-2018
HomeGoods,SKU7475,2076,14,159,3448,Female,80,352,98,DHL Express,341,Apex Logistics,Hyderabad,86,487,50,36.14302037,Pending,4,Sea,328,11-10-2018
Health Care,SKU7476,1332,60,106,9048,Other,99,282,26,Safexpress,463,Global Suppliers,Surat,40,518,10,77.10487126,Pending,2,Air,424,12-10-2018
Cosmetics ,SKU7477,806,7,235,9292,Male,50,213,46,XpressBees,475,Apex Trading,Pune,95,774,6,11.58827531,Pass,5,Road,973,13-10-2018
Yogamats,SKU7478,2168,8,212,5436,Male,59,491,58,DTDC,226,Prime Trading,Pune,86,504,21,46.41420546,Pending,2,Rail,459,14-10-2018
Yogamats,SKU7479,2233,33,314,2207,Female,95,252,28,DTDC,466,Apex Trading,Mumbai,8,963,16,51.99291041,Pass,4,Air,773,15-10-2018
Cloths,SKU7480,2898,9,287,4315,Male,81,389,40,Gati,208,Global Suppliers,Bengaluru,8,231,29,25.7732374,Pending,2,Road,307,16-10-2018
Cosmetics ,SKU7481,1104,27,290,4518,Female,77,336,83,DTDC,133,Nova Trading,Surat,75,823,48,68.9348501,Fail,5,Sea,312,17-10-2018
Health Care,SKU7482,1888,99,294,6424,Other,65,452,8,Gati,234,Nova Trading,Kalaburagi,65,308,27,7.94507555,Fail,3,Road,264,18-10-2018
Cosmetics ,SKU7483,1994,26,471,2829,Male,72,217,78,DHL Express,305,Global Suppliers,Surat,15,976,40,78.87616851,Fail,2,Rail,727,19-10-2018
Health Care,SKU7484,851,73,385,4442,Other,75,427,70,FedEx,245,Global Suppliers,Thrissur,20,515,27,8.603772257,Pass,2,Road,244,20-10-2018
Cloths,SKU7485,2464,8,289,9213,Female,72,380,80,FedEx,476,Prime Suppliers,Bhopal,72,827,49,6.785379603,Pending,1,Rail,643,21-10-2018
Cosmetics ,SKU7486,526,69,139,5619,Male,59,413,80,Safexpress,177,Nova Trading,Chandigarh,88,945,71,2.96295681,Pending,5,Air,888,22-10-2018
Cosmetics ,SKU7487,1126,46,351,2307,Other,77,488,86,XpressBees,494,Vertex Manufacturing,Kolkata,46,123,30,6.676250351,Pass,3,Sea,815,23-10-2018
SkinCare,SKU7488,816,72,397,9112,Male,97,391,65,DHL Express,187,Vertex Logistics,Ahmedabad,78,588,9,23.82045159,Fail,5,Road,197,24-10-2018
Yogamats,SKU7489,2072,26,440,6399,Female,87,319,23,FedEx,386,Nova Suppliers,Pune,88,505,76,10.46754085,Pending,4,Road,329,25-10-2018
Yogamats,SKU7490,1996,55,200,7277,Female,65,421,19,Delhivery,475,Apex Logistics,Jaipur,80,562,56,24.25741749,Pending,5,Rail,860,26-10-2018
HomeGoods,SKU7491,2822,25,154,5529,Other,72,465,78,Delhivery,283,Prime Industries,Udupi,92,156,37,87.33390178,Pass,2,Road,150,27-10-2018
Cosmetics ,SKU7492,2560,9,305,5248,Male,90,242,4,XpressBees,151,Apex Trading,Nagpur,14,243,59,76.35488887,Pending,4,Road,143,28-10-2018
Yogamats,SKU7493,852,8,256,4494,Male,79,283,99,DTDC,233,Prime Industries,Visakhapatnam,44,915,43,16.13827283,Fail,5,Road,597,29-10-2018
Yogamats,SKU7494,1702,31,361,2010,Male,76,291,17,Safexpress,212,Prime Suppliers,Bhubaneswar,79,438,3,16.0062026,Fail,1,Air,655,30-10-2018
Cloths,SKU7495,1398,41,332,3389,Female,60,200,71,DHL Express,479,Apex Trading,Kalaburagi,45,241,13,77.33951515,Pending,3,Air,669,31-10-2018
SkinCare,SKU7496,2596,9,116,3299,Male,69,380,99,Mahindra Logistics,320,Vertex Industries,Nagpur,64,926,50,64.61234688,Pending,3,Sea,831,01-11-2018
Cloths,SKU7497,1220,23,189,4195,Other,58,264,66,FedEx,222,Apex Manufacturing,Ahmedabad,17,327,62,18.80610684,Fail,3,Sea,706,02-11-2018
Health Care,SKU7498,644,99,223,5277,Male,78,323,92,DHL Express,332,Prime Manufacturing,Bengaluru,60,256,6,46.37534863,Pending,2,Rail,888,03-11-2018
HomeGoods,SKU7499,1441,68,492,5491,Male,92,458,45,Delhivery,299,Vertex Suppliers,Ludhiana,96,410,4,67.99478608,Pending,2,Road,790,04-11-2018
Health Care,SKU7500,876,19,329,6637,Female,90,334,17,DTDC,121,Apex Trading,Ahmedabad,6,239,24,70.14926474,Fail,3,Air,411,05-11-2018
SkinCare,SKU7501,552,46,486,8216,Female,61,454,69,India Post,219,Prime Suppliers,Cuttack,24,365,55,76.64429491,Pending,1,Road,735,06-11-2018
Cloths,SKU7502,1583,46,372,9040,Other,55,249,60,DHL Express,371,Global Trading,Ahmedabad,39,428,21,15.33529407,Fail,2,Air,747,07-11-2018
HomeGoods,SKU7503,2706,72,373,9852,Male,58,429,66,FedEx,217,Vertex Logistics,Kalaburagi,71,608,16,51.02495419,Fail,4,Road,669,08-11-2018
Health Care,SKU7504,2870,75,115,4389,Female,50,366,40,Mahindra Logistics,242,Global Industries,Noida,17,833,17,44.93085038,Fail,4,Road,969,09-11-2018
SkinCare,SKU7505,2149,59,203,6067,Female,85,213,53,FedEx,455,Apex Manufacturing,Amritsar,26,552,14,45.52400667,Pass,1,Rail,105,10-11-2018
SkinCare,SKU7506,1429,26,192,4872,Female,75,391,4,Gati,433,Global Logistics,Kochi,66,939,38,80.759338,Fail,5,Sea,289,11-11-2018
Cloths,SKU7507,2640,33,302,4510,Female,63,287,56,DTDC,444,Apex Suppliers,Davangere,81,639,19,54.70483662,Pending,3,Rail,375,12-11-2018
Health Care,SKU7508,1654,23,195,2769,Male,56,252,66,Delhivery,143,Nova Suppliers,Visakhapatnam,51,782,7,7.441621134,Pass,4,Rail,837,13-11-2018
HomeGoods,SKU7509,2786,12,433,5493,Female,78,211,97,DHL Express,390,Apex Manufacturing,Visakhapatnam,75,753,72,69.34062703,Pending,1,Road,585,14-11-2018
SkinCare,SKU7510,2716,24,272,6790,Female,79,263,64,Safexpress,493,Vertex Manufacturing,Salem,45,167,2,67.13206479,Fail,2,Air,870,15-11-2018
HomeGoods,SKU7511,2202,54,364,6350,Other,54,462,97,India Post,359,Apex Logistics,Hyderabad,38,941,37,72.44369015,Fail,2,Rail,433,16-11-2018
HomeGoods,SKU7512,1027,6,266,3740,Female,87,496,13,Blue Dart,166,Vertex Manufacturing,Indore,54,441,11,88.84974383,Pending,2,Sea,170,17-11-2018
Yogamats,SKU7513,1659,5,492,3498,Female,57,372,31,FedEx,191,Nova Manufacturing,Bengaluru,38,671,10,36.79724349,Fail,1,Air,529,18-11-2018
Cloths,SKU7514,1162,78,186,6499,Female,72,284,80,Gati,240,Nova Trading,Kannur,97,908,13,88.64304494,Pass,5,Rail,885,19-11-2018
SkinCare,SKU7515,1299,93,389,8489,Other,98,284,2,Gati,202,Global Trading,Dharwad,1,431,30,24.2084283,Pass,1,Rail,592,20-11-2018
HomeGoods,SKU7516,2261,90,250,4528,Female,84,304,50,India Post,107,Apex Trading,Bengaluru,51,329,21,57.39293299,Pass,3,Rail,234,21-11-2018
Yogamats,SKU7517,611,77,145,5390,Other,93,351,61,India Post,245,Prime Logistics,Chennai,88,113,32,85.60753634,Pass,1,Sea,359,22-11-2018
Yogamats,SKU7518,2643,72,403,3167,Female,52,482,89,FedEx,166,Prime Trading,Kannur,27,845,32,58.18399849,Pass,4,Air,569,23-11-2018
Cosmetics ,SKU7519,763,15,168,5333,Female,72,476,18,DHL Express,359,Nova Trading,Mangaluru,43,762,77,27.39069854,Fail,2,Sea,556,24-11-2018
Health Care,SKU7520,2323,80,343,5620,Female,67,257,10,FedEx,321,Global Suppliers,Hubli,66,468,41,89.74968726,Fail,1,Air,663,25-11-2018
Yogamats,SKU7521,606,78,232,4304,Female,76,214,68,Delhivery,464,Global Suppliers,Kalaburagi,73,867,78,8.381608011,Pass,5,Air,706,26-11-2018
Cosmetics ,SKU7522,2212,50,431,6584,Other,90,221,40,India Post,405,Apex Trading,Pune,80,755,25,3.300350829,Pass,1,Road,725,27-11-2018
Cloths,SKU7523,2610,3,168,2254,Male,65,326,3,India Post,230,Nova Logistics,Tumakuru,21,211,6,15.06056768,Pass,2,Road,325,28-11-2018
HomeGoods,SKU7524,2826,90,273,7598,Female,60,243,95,XpressBees,465,Vertex Logistics,Faridabad,38,153,1,74.20940812,Fail,4,Road,955,29-11-2018
Cosmetics ,SKU7525,2836,15,380,9441,Female,74,407,100,Delhivery,101,Global Manufacturing,Surat,98,686,35,64.25785356,Pass,4,Road,946,30-11-2018
Cloths,SKU7526,798,18,416,8673,Male,71,494,16,FedEx,472,Apex Manufacturing,Mysuru,50,745,62,54.05738285,Fail,1,Rail,315,01-12-2018
HomeGoods,SKU7527,1132,58,468,7956,Other,92,413,71,XpressBees,149,Vertex Manufacturing,Vadodara,46,279,58,88.15366229,Pending,3,Sea,267,02-12-2018
Yogamats,SKU7528,1691,92,130,9914,Other,98,228,63,Delhivery,235,Vertex Industries,Delhi,9,999,9,9.720979721,Pass,5,Sea,697,03-12-2018
Yogamats,SKU7529,2699,60,192,8033,Male,92,411,20,Gati,326,Prime Suppliers,Faridabad,100,216,46,34.93753626,Fail,5,Sea,818,04-12-2018
HomeGoods,SKU7530,2873,24,465,2420,Other,56,290,52,India Post,423,Nova Trading,Kannur,67,988,28,25.45755887,Pending,1,Sea,990,05-12-2018
Cosmetics ,SKU7531,2964,32,463,9168,Male,75,297,71,India Post,310,Apex Manufacturing,Chandigarh,69,123,41,55.29111369,Fail,3,Rail,714,06-12-2018
SkinCare,SKU7532,1176,79,443,5167,Male,85,325,42,DHL Express,394,Nova Trading,Visakhapatnam,12,111,63,83.56765163,Fail,1,Air,446,07-12-2018
Yogamats,SKU7533,579,76,230,2394,Male,61,462,30,Blue Dart,489,Global Logistics,Chennai,90,631,5,64.69773258,Pass,3,Air,165,08-12-2018
Cosmetics ,SKU7534,1406,34,444,2401,Male,67,287,55,DTDC,308,Apex Suppliers,Davangere,14,887,68,5.576592695,Fail,5,Rail,313,09-12-2018
HomeGoods,SKU7535,573,88,130,9419,Female,91,394,22,Blue Dart,170,Prime Trading,Gurgaon,48,874,31,29.27134602,Fail,5,Road,460,10-12-2018
Cosmetics ,SKU7536,793,64,290,3575,Female,92,488,73,Safexpress,345,Global Trading,Hubli,71,560,14,16.74316965,Pass,5,Rail,701,11-12-2018
Cosmetics ,SKU7537,1907,72,280,5864,Female,72,308,23,FedEx,137,Prime Suppliers,Kalaburagi,100,599,47,59.67202391,Pass,4,Sea,406,12-12-2018
Cosmetics ,SKU7538,2597,12,198,7247,Female,82,213,43,Mahindra Logistics,427,Nova Industries,Trivandrum,93,144,2,93.16271823,Fail,4,Sea,583,13-12-2018
HomeGoods,SKU7539,1523,18,433,8699,Female,76,233,82,Blue Dart,498,Nova Trading,Belagavi,11,430,40,67.56006051,Pending,3,Rail,355,14-12-2018
SkinCare,SKU7540,2541,63,411,6300,Female,52,396,3,DTDC,240,Prime Suppliers,Chandigarh,26,488,20,1.575006448,Pass,1,Sea,516,15-12-2018
Cosmetics ,SKU7541,2391,95,362,5243,Male,82,484,74,India Post,412,Nova Industries,Bengaluru,100,234,2,13.82171514,Pass,2,Road,646,16-12-2018
SkinCare,SKU7542,792,96,225,8198,Female,53,236,48,Safexpress,339,Vertex Logistics,Patna,29,697,4,93.33312181,Pass,2,Sea,618,17-12-2018
Cloths,SKU7543,1452,12,448,7019,Male,63,370,96,Gati,437,Nova Logistics,Belagavi,11,923,45,31.00593224,Fail,5,Road,908,18-12-2018
Cloths,SKU7544,1973,13,410,7688,Male,98,283,4,DTDC,494,Global Manufacturing,Thrissur,58,692,54,23.4184661,Fail,5,Road,801,19-12-2018
HomeGoods,SKU7545,2036,64,450,5752,Female,50,390,9,DTDC,239,Global Industries,Thrissur,87,947,36,53.95673226,Pending,1,Rail,266,20-12-2018
HomeGoods,SKU7546,1608,5,200,5527,Other,53,301,76,FedEx,123,Nova Manufacturing,Jaipur,11,803,37,89.75508398,Pending,5,Sea,753,21-12-2018
Cosmetics ,SKU7547,2525,25,283,6913,Female,94,461,96,FedEx,330,Nova Industries,Bhopal,9,661,15,96.57340763,Fail,3,Rail,520,22-12-2018
Health Care,SKU7548,1726,56,338,9449,Male,53,496,71,XpressBees,252,Nova Industries,Surat,7,620,6,89.39973858,Pending,1,Rail,182,23-12-2018
Cosmetics ,SKU7549,1976,52,136,3811,Male,68,499,44,DTDC,451,Apex Trading,Trivandrum,79,249,37,96.762758,Pending,2,Rail,220,24-12-2018
HomeGoods,SKU7550,1930,8,486,6570,Male,57,325,79,Delhivery,416,Vertex Logistics,Mumbai,32,586,4,89.31261195,Pass,2,Road,328,25-12-2018
Cloths,SKU7551,2704,36,414,3272,Female,90,412,34,Blue Dart,460,Vertex Industries,Kannur,87,613,52,20.36758544,Fail,5,Rail,549,26-12-2018
Cosmetics ,SKU7552,1667,9,488,5528,Male,71,434,88,XpressBees,252,Vertex Trading,Chennai,68,626,1,85.26148915,Pass,4,Road,934,27-12-2018
Cloths,SKU7553,2097,45,291,6497,Other,52,392,5,Gati,284,Prime Manufacturing,Trivandrum,58,277,19,8.04341691,Pending,5,Road,795,28-12-2018
Yogamats,SKU7554,1357,100,101,3344,Female,80,457,20,Gati,340,Nova Industries,Mangaluru,10,102,57,99.41912869,Pending,5,Sea,615,29-12-2018
Health Care,SKU7555,1114,39,219,9874,Male,59,446,20,DHL Express,376,Nova Trading,Trivandrum,9,592,11,91.29685176,Pass,2,Road,612,30-12-2018
SkinCare,SKU7556,1932,25,254,4012,Female,55,420,4,DTDC,263,Global Trading,Chandigarh,28,291,7,48.94997029,Fail,4,Road,937,31-12-2018
Health Care,SKU7557,1546,56,115,2731,Female,74,314,64,India Post,150,Global Industries,Visakhapatnam,63,532,71,65.56124376,Fail,4,Rail,958,01-01-2019
SkinCare,SKU7558,864,68,498,3652,Female,62,372,41,Delhivery,396,Nova Manufacturing,Jaipur,37,549,22,85.26832646,Fail,4,Rail,796,02-01-2019
HomeGoods,SKU7559,1630,64,232,4160,Other,51,329,90,DTDC,169,Nova Suppliers,Noida,69,844,5,18.7492763,Pass,3,Rail,134,03-01-2019
SkinCare,SKU7560,914,71,470,8484,Male,96,324,79,Blue Dart,171,Global Suppliers,Kannur,94,252,46,97.22078732,Fail,3,Road,688,04-01-2019
Health Care,SKU7561,1168,3,475,3208,Female,57,426,29,DTDC,214,Apex Industries,Dharwad,94,725,14,43.54746554,Fail,3,Sea,403,05-01-2019
Cosmetics ,SKU7562,1243,42,418,6546,Male,86,366,38,Gati,101,Prime Logistics,Tumakuru,88,256,66,39.57442194,Fail,5,Rail,975,06-01-2019
Health Care,SKU7563,2213,45,194,4539,Female,99,404,67,DHL Express,302,Prime Manufacturing,Raipur,81,769,60,37.32614499,Pending,3,Road,668,07-01-2019
SkinCare,SKU7564,1167,45,120,2224,Female,93,274,59,India Post,188,Apex Suppliers,Coimbatore,30,283,80,79.00268662,Pending,1,Sea,717,08-01-2019
SkinCare,SKU7565,2307,60,333,7989,Other,86,325,64,FedEx,263,Apex Industries,Jaipur,86,768,12,18.58642873,Pending,1,Rail,842,09-01-2019
Yogamats,SKU7566,2730,68,443,6789,Male,75,210,61,DHL Express,412,Prime Suppliers,Nagpur,15,237,44,22.75730361,Pending,4,Sea,449,10-01-2019
Cloths,SKU7567,1114,90,224,7259,Female,64,392,71,Delhivery,178,Vertex Trading,Vadodara,98,293,27,44.31407365,Pass,1,Sea,743,11-01-2019
Health Care,SKU7568,2305,31,364,4202,Female,82,275,62,Delhivery,115,Global Manufacturing,Indore,15,938,28,50.37136729,Pending,3,Air,982,12-01-2019
SkinCare,SKU7569,2286,66,221,6094,Male,97,498,36,FedEx,158,Global Logistics,Pune,16,631,58,11.40315971,Pending,1,Sea,938,13-01-2019
SkinCare,SKU7570,691,9,128,5704,Male,66,445,41,DTDC,480,Global Trading,Kolkata,38,843,43,72.9819306,Pass,5,Road,431,14-01-2019
SkinCare,SKU7571,2906,23,385,6640,Male,52,345,1,Mahindra Logistics,359,Prime Industries,Trivandrum,24,698,59,81.59160723,Pending,4,Rail,894,15-01-2019
SkinCare,SKU7572,2973,53,287,6388,Female,88,202,66,DTDC,316,Global Industries,Mysuru,85,789,47,62.51316109,Pass,1,Rail,191,16-01-2019
Cloths,SKU7573,2657,33,388,7296,Male,74,482,29,XpressBees,467,Prime Manufacturing,Indore,83,578,78,27.1705495,Pass,1,Road,370,17-01-2019
Yogamats,SKU7574,1843,72,358,6617,Male,80,301,48,Blue Dart,181,Vertex Manufacturing,Indore,6,406,34,51.07126177,Pending,3,Rail,606,18-01-2019
Cloths,SKU7575,2960,42,312,6821,Other,75,247,14,DHL Express,268,Prime Trading,Nagpur,61,351,32,15.47438886,Pending,1,Air,755,19-01-2019
HomeGoods,SKU7576,2599,3,320,7157,Male,56,283,20,Safexpress,233,Vertex Manufacturing,Vadodara,14,461,71,84.38592565,Pending,4,Air,690,20-01-2019
SkinCare,SKU7577,708,27,188,4982,Male,68,430,90,Blue Dart,341,Vertex Logistics,Hubli,65,815,71,40.24706288,Fail,4,Air,746,21-01-2019
Cloths,SKU7578,1715,14,207,9320,Female,56,378,39,XpressBees,381,Nova Manufacturing,Patna,92,752,17,59.33542089,Fail,3,Sea,770,22-01-2019
Cosmetics ,SKU7579,674,73,371,3069,Female,100,466,43,Gati,494,Prime Manufacturing,Mysuru,43,794,9,5.038359644,Fail,5,Road,991,23-01-2019
Yogamats,SKU7580,2028,30,155,4595,Female,85,220,90,DHL Express,118,Apex Trading,Kannur,37,605,62,10.75153973,Pending,1,Road,408,24-01-2019
Yogamats,SKU7581,1347,42,231,3374,Female,82,354,20,FedEx,192,Nova Suppliers,Indore,44,415,63,85.28672248,Pass,5,Road,546,25-01-2019
Health Care,SKU7582,1353,66,291,6294,Other,69,209,76,Delhivery,185,Vertex Suppliers,Vadodara,14,839,36,71.84470229,Fail,5,Sea,203,26-01-2019
Cosmetics ,SKU7583,715,88,268,9631,Male,88,359,11,Blue Dart,276,Apex Suppliers,Trivandrum,68,492,50,99.02755239,Fail,3,Rail,469,27-01-2019
Cosmetics ,SKU7584,2809,47,151,7840,Other,94,232,16,India Post,448,Apex Suppliers,Kalaburagi,17,391,78,34.41701624,Fail,4,Air,261,28-01-2019
Cloths,SKU7585,551,42,375,2665,Female,60,394,40,Delhivery,303,Prime Suppliers,Mysuru,45,984,28,15.7570457,Pending,2,Road,313,29-01-2019
SkinCare,SKU7586,1166,45,352,2844,Other,96,276,33,DTDC,151,Nova Manufacturing,Ludhiana,89,454,22,48.96803629,Fail,5,Rail,694,30-01-2019
HomeGoods,SKU7587,1609,93,280,8185,Other,93,253,74,DHL Express,208,Vertex Logistics,Tumakuru,26,128,55,95.48339232,Pass,2,Sea,982,31-01-2019
Health Care,SKU7588,2590,4,438,9571,Female,100,226,58,Gati,344,Global Logistics,Kochi,20,509,22,74.12050917,Pass,3,Rail,404,01-02-2019
HomeGoods,SKU7589,1786,34,371,7453,Other,77,383,100,Mahindra Logistics,478,Global Suppliers,Belagavi,96,703,21,87.56128763,Pending,1,Sea,526,02-02-2019
HomeGoods,SKU7590,558,39,149,6812,Other,93,341,59,FedEx,174,Vertex Suppliers,Trichy,72,323,22,93.8996727,Pass,4,Rail,675,03-02-2019
Cosmetics ,SKU7591,1087,70,468,8237,Male,63,367,79,DTDC,228,Apex Logistics,Trichy,75,425,51,31.94430152,Pending,4,Sea,561,04-02-2019
SkinCare,SKU7592,2155,46,249,8315,Male,68,317,97,Gati,377,Nova Industries,Nagpur,92,673,57,38.32735993,Pass,4,Rail,461,05-02-2019
Health Care,SKU7593,1561,66,210,2513,Male,70,352,43,DHL Express,373,Global Industries,Ludhiana,43,812,4,94.38296864,Pass,3,Air,325,06-02-2019
Health Care,SKU7594,1008,43,488,4137,Male,100,297,60,Blue Dart,362,Global Suppliers,Dharwad,63,461,15,21.29626271,Pending,2,Sea,124,07-02-2019
SkinCare,SKU7595,616,16,459,8685,Male,62,481,65,Gati,224,Vertex Trading,Kannur,15,613,45,36.73566411,Pass,1,Road,586,08-02-2019
HomeGoods,SKU7596,987,2,494,6496,Male,56,415,68,DHL Express,472,Global Logistics,Ahmedabad,97,667,55,12.32727002,Pending,1,Rail,267,09-02-2019
Cosmetics ,SKU7597,2723,5,449,8321,Female,77,493,29,Safexpress,417,Global Trading,Nagpur,31,515,31,29.18237462,Pending,3,Road,855,10-02-2019
HomeGoods,SKU7598,1186,75,201,4924,Other,80,423,63,Safexpress,237,Apex Manufacturing,Trichy,1,155,55,40.32093744,Pass,4,Sea,471,11-02-2019
Health Care,SKU7599,2249,15,319,5057,Male,50,332,28,Gati,276,Nova Logistics,Faridabad,75,760,37,47.13925773,Fail,4,Road,743,12-02-2019
SkinCare,SKU7600,2890,10,320,4386,Male,97,372,23,FedEx,389,Apex Manufacturing,Noida,22,479,75,7.728010141,Pass,1,Air,581,13-02-2019
HomeGoods,SKU7601,754,49,328,9812,Female,84,378,30,DHL Express,387,Vertex Suppliers,Coimbatore,88,876,12,98.0518574,Pass,4,Sea,911,14-02-2019
SkinCare,SKU7602,2675,40,286,8690,Other,100,403,5,DTDC,435,Apex Logistics,Patna,76,874,3,82.68305963,Pass,2,Rail,710,15-02-2019
Cosmetics ,SKU7603,2155,59,163,9782,Other,94,497,23,Mahindra Logistics,184,Prime Suppliers,Surat,31,805,32,5.320634831,Fail,4,Road,299,16-02-2019
SkinCare,SKU7604,1507,58,256,6350,Other,85,276,29,India Post,101,Vertex Suppliers,Ludhiana,98,254,39,36.63146104,Pass,2,Rail,905,17-02-2019
Cloths,SKU7605,2226,38,380,3764,Male,91,425,78,DHL Express,201,Global Industries,Faridabad,14,508,1,84.69137145,Fail,4,Rail,288,18-02-2019
Cloths,SKU7606,1891,65,463,9984,Male,79,490,19,Safexpress,397,Nova Logistics,Hubli,2,539,80,87.1072379,Fail,5,Rail,366,19-02-2019
SkinCare,SKU7607,946,94,134,7046,Female,97,206,94,XpressBees,210,Apex Industries,Kolkata,24,1000,45,66.3546796,Pass,2,Air,588,20-02-2019
Cloths,SKU7608,1587,3,399,4245,Male,76,436,48,Delhivery,160,Global Logistics,Dharwad,40,306,48,75.47195115,Pending,3,Sea,862,21-02-2019
Health Care,SKU7609,2431,65,490,6855,Other,79,252,16,Mahindra Logistics,346,Prime Trading,Dharwad,60,591,73,65.33518316,Pass,3,Road,581,22-02-2019
Health Care,SKU7610,708,44,266,5380,Female,96,390,23,DTDC,368,Apex Trading,Vijayawada,41,172,69,7.822743957,Fail,3,Sea,519,23-02-2019
SkinCare,SKU7611,2939,78,288,7294,Other,50,359,33,India Post,106,Global Manufacturing,Vijayawada,89,283,9,55.03224251,Pending,1,Rail,411,24-02-2019
SkinCare,SKU7612,779,77,145,2207,Male,60,339,31,FedEx,169,Prime Suppliers,Kozhikode,25,291,14,8.012929701,Pending,3,Rail,838,25-02-2019
Cosmetics ,SKU7613,2991,22,418,3160,Female,67,407,36,DHL Express,461,Vertex Trading,Coimbatore,74,798,65,14.27664733,Fail,3,Air,328,26-02-2019
Cloths,SKU7614,2904,14,279,6943,Female,75,431,62,FedEx,300,Vertex Logistics,Amritsar,55,904,23,60.66922423,Pending,1,Road,470,27-02-2019
Cloths,SKU7615,1595,45,431,5622,Other,85,368,14,Mahindra Logistics,175,Vertex Trading,Tiruppur,52,449,2,62.29967028,Fail,1,Road,124,28-02-2019
Cosmetics ,SKU7616,1704,91,183,5420,Other,58,331,61,India Post,184,Prime Logistics,Patna,80,169,14,52.6254882,Pending,1,Air,635,01-03-2019
Cosmetics ,SKU7617,2616,62,499,7920,Male,82,478,70,Blue Dart,406,Apex Trading,Ahmedabad,77,679,57,72.13455912,Pass,1,Air,126,02-03-2019
SkinCare,SKU7618,2929,69,149,9359,Male,66,462,39,DHL Express,218,Global Logistics,Noida,73,189,8,82.21154057,Pending,3,Rail,670,03-03-2019
SkinCare,SKU7619,2462,43,419,8069,Male,96,275,22,Mahindra Logistics,222,Nova Manufacturing,Ballari,56,291,34,75.29534937,Pending,3,Rail,248,04-03-2019
Cloths,SKU7620,1265,40,484,5500,Female,62,234,2,Safexpress,102,Apex Manufacturing,Pune,24,940,26,12.40167188,Fail,3,Road,135,05-03-2019
Cosmetics ,SKU7621,571,69,199,2902,Male,92,457,76,DHL Express,367,Prime Logistics,Pune,56,943,36,5.951385334,Pending,1,Air,217,06-03-2019
HomeGoods,SKU7622,2931,57,281,3340,Female,93,409,23,XpressBees,120,Vertex Suppliers,Kozhikode,87,135,59,84.29963667,Pending,3,Rail,218,07-03-2019
Yogamats,SKU7623,2141,26,351,8169,Female,85,365,8,Blue Dart,367,Global Suppliers,Hubli,99,977,44,15.54870477,Fail,1,Sea,944,08-03-2019
Health Care,SKU7624,1169,87,396,8814,Female,68,458,28,DHL Express,395,Vertex Manufacturing,Kochi,3,767,74,49.3472106,Fail,2,Air,280,09-03-2019
SkinCare,SKU7625,754,53,131,7947,Other,70,365,35,DHL Express,296,Global Industries,Chennai,24,333,72,82.52514075,Pending,3,Air,937,10-03-2019
HomeGoods,SKU7626,796,9,181,5450,Male,65,411,15,DTDC,459,Nova Manufacturing,Chennai,91,315,21,68.57004099,Pending,3,Rail,787,11-03-2019
